시도,시군구,시설명,주소,전화번호,팩스번호,홈페이지,주차가능대수,공-사설구분,빈소수,안치가능구수,식당,매점,주차장,유족대기실,장애인편의시설,운영종류
충청북도,영동군,영동제일장례식장,"충청북도 영동군 양강면 양정죽촌로 53-9 (양정리, 장례식장)",043-744-1144,,,100,사설,4,6,설치,미설치,설치,설치,설치,전문
충청북도,옥천군,옥천농협장례식장,충청북도 옥천군 옥천읍 옥천로 1720 (대천리),043-731-4443,043-731-8444,,80,사설,4,6,미설치,미설치,설치,설치,설치,전문
충청북도,옥천군,옥천성모장례식장,"충청북도 옥천군 옥천읍 성왕로 1195 (문정리, 옥천성모병원)",043-730-7444,,,0,사설,4,6,설치,미설치,설치,설치,설치,병원
충청북도,음성군,감곡장례식장,충청북도 음성군 감곡면 음성로 2512 (오향리),043-882-4444,,,200,사설,4,6,설치,설치,설치,설치,설치,전문
충청북도,음성군,농협연합장례식장,충청북도 음성군 금왕읍 대금로1278번길 32 (오선리),043-883-4444,,,120,사설,4,6,설치,설치,설치,미설치,미설치,전문
충청북도,음성군,대소장례식장,충청북도 음성군 대소면 대금로 567-7 (태생리),043-883-4440,,,150,사설,4,4,설치,설치,설치,설치,설치,전문
충청북도,음성군,음성농협장례식장,충청북도 음성군 원남면 반기문로 3-26 (하노리),043-872-4119,,,85,사설,4,6,설치,미설치,설치,미설치,미설치,전문
충청북도,음성군,제일조은병원장례식장,충청북도 음성군 금왕읍 음성로1230번길 12 (금석리),043-877-4444,,,300,사설,3,6,설치,설치,설치,설치,설치,병원
충청북도,제천시,명지병원장례식장,"충청북도 제천시 내토로 993, 제천명지병원장례식장 (고암동)",043-651-4440,,,200,사설,4,8,설치,설치,설치,설치,미설치,병원
충청북도,제천시,송학주천장례식장,충청북도 제천시 송학주천로 97-1 (고암동),043-653-4444,,,500,사설,3,8,설치,설치,설치,설치,미설치,전문
충청북도,제천시,제천노인병원장례식장,"충청북도 제천시 북부로13길 94 (천남동, 제천병원)",043-651-4444,,,100,사설,2,4,설치,설치,설치,설치,설치,병원
충청북도,제천시,제천서울병원장례식장,"충청북도 제천시 숭문로 57 (서부동, 서울병원)",043-644-4422,,www.seoulhp.co.kr/use/hall.jsp,130,사설,8,15,미설치,미설치,설치,설치,미설치,병원
충청북도,제천시,제천세종장례식장,충청북도 제천시 송학주천로 46 (고암동),043-642-4441,,blog.naver.com/sejong4442,400,사설,3,4,설치,설치,설치,설치,설치,전문
충청북도,제천시,제천제일장례식장,충청북도 제천시 내토로10길 21 (천남동),043-645-4114,,,500,사설,6,10,설치,설치,설치,설치,설치,전문
충청북도,증평군,의)증평휴장례식장,충청북도 증평군 증평읍 중앙로 114지하1층 (초중리),043-838-6663,,blog.naver.com/jph-6663,80,사설,3,6,설치,설치,설치,설치,설치,병원
충청북도,증평군,증평대한장례식장,충청북도 증평군 증평읍 인삼로 323 (미암리),043-836-7002,,,150,사설,4,8,설치,설치,설치,설치,설치,전문
충청북도,증평군,증평장례문화원,충청북도 증평군 증평읍 하평로 55-27 (미암리),043-838-9936,,,0,사설,7,8,설치,설치,설치,설치,설치,전문
충청북도,증평군,증평현대장례식장,충청북도 증평군 증평읍 중부로 2465 (송산리),043-838-0003,,,150,사설,3,4,미설치,미설치,설치,설치,설치,전문
충청북도,진천군,농협장례문화원,충청북도 진천군 이월면 진광로 302-1 (중산리),043-533-8004,,,157,사설,4,8,설치,설치,설치,설치,설치,전문
충청북도,진천군,백악관장례식장,"충청북도 진천군 진천읍 문화로 265 (장관리, 백악관장례예식장)",043-532-8300,,,400,사설,4,6,설치,설치,설치,설치,설치,전문
충청북도,진천군,진천장례식장,충청북도 진천군 진천읍 백곡로 1451-30 (장관리),043-532-4405,,,0,사설,6,8,미설치,미설치,미설치,미설치,미설치,전문
충청북도,진천군,진천제일장례식장,충청북도 진천군 진천읍 진광로 190 (송두리),043-537-4441,,,250,사설,4,8,설치,설치,설치,설치,미설치,전문
충청북도,청주시상당구,청주병원장례식장,충청북도 청주시 상당구 상당로 163 (북문로3가),043-254-1244,,www.cjhospital.kr,50,사설,4,7,설치,미설치,설치,설치,설치,병원
충청북도,청주시상당구,청주시장례식장,충청북도 청주시 상당구 목련로 731 (월오동),043-291-4444,043-291-4449,청주시장례식장.com,0,공설,5,16,설치,설치,설치,설치,미설치,전문
충청북도,청주시서원구,참사랑병원장례식장,충청북도 청주시 서원구 청남로 1910 (미평동),043-298-9200,,,1000,사설,8,10,설치,설치,설치,설치,설치,병원
충청북도,청주시서원구,청주의료원장례식장,충청북도 청주시 서원구 흥덕로 48 (사직동),043-279-0144,,www.cjmc.or.kr,600,공설,9,24,설치,설치,설치,설치,미설치,병원
충청북도,청주시서원구,청주탑요양병원장례식장,충청북도 청주시 서원구 궁뜰로 16(미평동),043-296-9696,,,0,사설,4,8,미설치,설치,설치,설치,미설치,병원
충청북도,청주시서원구,충북대학교병원장례식장,"충청북도 청주시 서원구 1순환로 776 (개신동, 충북대학교병원)",043-269-6969,,www.cbnuh.or.kr/funeral/index.do,0,사설,5,12,설치,설치,설치,설치,설치,병원
충청북도,청주시서원구,하나장례식장,충청북도 청주시 서원구 대림로 431 (죽림동),043-270-8400,,,0,사설,7,8,설치,설치,설치,미설치,미설치,전문
충청북도,청주시청원구,청주성모병원 장례식장,충청북도 청주시 청원구 주성로 173-19 (주중동),043-210-5444,,,900,사설,8,14,설치,설치,설치,설치,설치,전문
충청북도,청주시청원구,초정유진장례식장,충청북도 청주시 청원구 내수읍 우산길 91 (우산리),043-213-0030,043-211-0188,,100,사설,3,4,설치,설치,설치,설치,설치,병원
충청북도,청주시청원구,초정장례식장,충청북도 청주시 청원구 내수읍 우산길 93 (우산리),043-213-0030,,chojeongfn.modoo.at/,200,사설,5,6,설치,설치,설치,설치,설치,전문
충청북도,청주시청원구,효성병원 장례식장,충청북도 청주시 청원구 2순환로94번길 21 (율량동),043-221-4004,,,0,사설,5,8,미설치,미설치,미설치,미설치,미설치,전문
충청북도,충주시,건국대학교충주병원장례식장,충청북도 충주시 국원대로 82 (교현동),043-840-8444,,www.kuh.co.kr/,250,사설,4,8,설치,설치,설치,설치,미설치,병원
충청북도,충주시,새로운장례식장,"충청북도 충주시 중심3길 5 (문화동, 새로운병원장례식장)",043-853-9300,,,24,사설,6,6,설치,설치,설치,설치,미설치,전문
충청북도,충주시,송원장례문화원,충청북도 충주시 주덕읍 신양로 62  (신양리),043-724-2211,,www.songwonhosp.com/,80,사설,2,6,미설치,설치,설치,설치,설치,병원
충청북도,충주시,충주기독장례식장,충청북도 충주시 성남2길 7 (성남동),043-844-4460,,www.smja.co.kr,60,사설,5,8,설치,설치,설치,설치,설치,전문
충청북도,충주시,충주병원장례식장(주),충청북도 충주시 중심1길 12 (문화동),043-845-5100,,www.chungjufuneral.net,0,사설,5,8,설치,설치,설치,설치,설치,병원
충청북도,충주시,충주영광장례식장,충청북도 충주시 두루봉길 8 (목행동),043-845-4444,,www.영광장례식장.kr,200,사설,7,16,설치,설치,설치,설치,설치,전문
충청북도,충주시,충주의료원장례식장,충청북도 충주시 안림로 239-50 (안림동),043-871-0444,043-871-0495,www.cjmct.or.kr/funeral,500,공설,6,10,설치,설치,설치,설치,설치,병원
충청북도,충주시,탄금장례식장,충청북도 충주시 탄금대로 336 (칠금동),043-842-4444,,tanguem.com,200,사설,5,5,설치,설치,설치,설치,설치,전문
충청남도,공주시,계룡장례식장,충청남도 공주시 창벽로 182 (소학동),041-853-4444,,,200,사설,3,10,미설치,미설치,설치,설치,미설치,전문
충청남도,공주시,공주의료원장례식장,충청남도 공주시 무령로 77 (웅진동),041-962-1444,,www.gjmc.or.kr,300,공설,6,12,설치,설치,설치,설치,설치,병원
충청남도,공주시,공주장례식장,충청남도 공주시 치미마을길 4 (신관동),041-854-1122,,,0,사설,6,8,설치,설치,설치,설치,미설치,전문
충청남도,공주시,금강쉴낙원장례식장,충청남도 공주시 우성면 약천길 19 (도천리),041-853-4446,,www.kshillnakwon.com,160,사설,5,6,설치,미설치,설치,설치,미설치,전문
충청남도,공주시,신풍장례문화원,충청남도 공주시 신풍면 차동로 1817-34 (백룡리),041-841-4442,,,0,사설,3,4,미설치,미설치,미설치,미설치,미설치,전문
충청남도,공주시,이인농협장례식장,충청남도 공주시 이인면 검바위로 9 (달산리),041-853-4400,041-857-6098,,0,사설,3,4,설치,설치,설치,미설치,미설치,전문
충청남도,금산군,(주)금산동백장례식장,충청남도 금산군 군북면 은골길 20 (호티리),041-751-4444,,,100,사설,4,4,설치,설치,설치,설치,설치,전문
충청남도,금산군,새금산병원장례식장,충청남도 금산군 금산읍 금산로 1279 (하옥리),041-754-4474,,,80,사설,4,6,미설치,미설치,설치,미설치,미설치,전문
충청남도,논산시,강경장례식장,충청남도 논산시 강경읍 여강로 1293 (채산리),041-745-4401,,,0,사설,7,8,설치,설치,설치,미설치,미설치,전문
충청남도,논산시,놀뫼시민장례원,충청남도 논산시 원댕이길 12 (내동),041-733-0404,,www.놀뫼시민장례원.com,500,사설,5,8,미설치,미설치,설치,설치,미설치,전문
충청남도,논산시,백제병원장례식장,충청남도 논산시 시민로294번길 14 (내동),041-735-1022,,,30,사설,5,6,설치,설치,설치,미설치,미설치,병원
충청남도,논산시,서논산장례식장,충청남도 논산시 성동면 논산평야로 92 (원북리),041-733-4040,,,0,사설,5,6,설치,설치,설치,설치,설치,전문
충청남도,논산시,쉴낙원 논산장례식장,충청남도 논산시 부적면 부황리 139-21,041-733-4444,,www.shillakwon.com,100,사설,5,10,설치,설치,설치,설치,설치,전문
충청남도,논산시,우리하늘장례원,충청남도 논산시 연무읍 안심로 280 (안심리),041-741-4404,,,120,사설,4,4,설치,설치,설치,설치,설치,전문
충청남도,논산시,황산장례문화원,충청남도 논산시 계백로 1161 (덕지동),041-733-4447,,,0,사설,5,10,미설치,미설치,미설치,미설치,미설치,전문
충청남도,당진시,당진종합병원장례식장,충청남도 당진시 반촌로 5-15 (시곡동),041-358-4414,,,570,사설,6,8,설치,설치,설치,설치,설치,병원
충청남도,당진시,당진중앙장례식장,충청남도 당진시 송악읍 조비실길 47 (광명리),041-358-3000,,dangjinfh.com,100,사설,4,8,설치,설치,설치,설치,설치,전문
충청남도,당진시,쉴낙원 당진장례식장,"충청남도 당진시 남부로 28 (채운동, 당진장례식장)",041-354-4444,,www.shillakwon.com,200,사설,8,10,설치,설치,설치,설치,설치,병원
충청남도,당진시,신평장례식장,충청남도 당진시 신평면 말목길 22-33 (금천리),041-363-4446,,,100,사설,3,6,설치,설치,설치,설치,설치,전문
충청남도,당진시,합덕장례식장,"충청남도 당진시 합덕읍 합덕시장로 174-1,지하 (운산리, 서울병원)",041-363-0440,,,0,사설,3,4,미설치,미설치,설치,설치,미설치,병원
충청남도,보령시,남포보령장례식장,충청남도 보령시 남포면 보령남로 391 (옥동리),041-932-0505,,,100,사설,4,6,설치,설치,설치,설치,미설치,전문
충청남도,보령시,대천역전장례식장,충청남도 보령시 해안로 45 (내항동),02-932-1414,,,130,사설,4,8,미설치,설치,설치,설치,설치,전문
충청남도,보령시,보령수협장례식장,충청남도 보령시 대해로 258-9 (남곡동),041-932-4004,,blog.naver.com/peoplemac/221549082560,110,사설,5,8,설치,설치,설치,설치,설치,전문
충청남도,보령시,웅천장례식장,충청남도 보령시 웅천읍 충서로 1141 (두룡리),041-931-3444,,,150,사설,4,4,미설치,미설치,설치,설치,미설치,전문
충청남도,보령시,충남보령아산병원장례식장,충청남도 보령시 죽성로 136-1 (죽정동),041-930-5631,,brh.asanfoundation.or.kr,195,사설,4,12,설치,설치,설치,설치,미설치,병원
충청남도,부여군,구룡장례식장,충청남도 부여군 구룡면 흥수로 32 (동방리),041-833-4444,,,0,사설,4,4,설치,설치,설치,설치,미설치,전문
충청남도,부여군,규암농협장례식장,"충청남도 부여군 규암면 반산로 30 (반산리, 부여장례식장)",041-837-0180,,,0,사설,4,6,설치,미설치,설치,설치,미설치,전문
충청남도,부여군,금강장례식장,충청남도 부여군 부여읍 백제문화로429번길 9 (자왕리),041-834-0100,,,0,사설,3,4,설치,미설치,설치,설치,미설치,전문
충청남도,부여군,사비장례문화원,충청남도 부여군 규암면 충절로 2163 (외리),041-835-4100,041-835-0044,,250,사설,4,6,설치,설치,설치,설치,설치,전문
충청남도,부여군,주식회사 건양대부여장례식장,"충청남도 부여군 부여읍 계백로 200 (동남리, 건양대부여병원)",041-837-4441,,www.kyuh.ac.kr/buyeo/funeral/index.asp,100,사설,4,8,설치,설치,설치,설치,설치,전문
충청남도,서산시,서산시민장례식장,충청남도 서산시 잠홍2길 21 (잠홍동),041-664-4500,,,100,사설,4,8,설치,설치,설치,설치,설치,전문
충청남도,서산시,서산의료원상례원,충청남도 서산시 중앙로 149 (석림동),041-689-7444,,seosanmc.or.kr/funeral,3,공설,5,10,설치,미설치,설치,미설치,미설치,병원
충청남도,서산시,우리요양병원 장례식장,충청남도 서산시 동헌로 15 (석남동),041-664-4449,,,100,사설,3,4,설치,설치,설치,설치,설치,병원
충청남도,서산시,중앙병원장례식장,충청남도 서산시 수석산업로 5 (수석동),041-669-1414,041-669-6750,,0,사설,5,10,설치,설치,설치,설치,미설치,병원
충청남도,서천군,동서천 장례식장,충청남도 서천군 기산면 충절로 1035-4 (광암리),041-951-8003,041-951-8803,,0,사설,2,4,미설치,미설치,미설치,미설치,미설치,전문
충청남도,서천군,서천장례식장,충청남도 서천군 종천면 충서로 179 (화산리),041-952-4402,,,200,사설,4,6,설치,설치,설치,설치,설치,전문
충청남도,서천군,서천한국장례식장,충청남도 서천군 마서면 어리길 205-7 (어리),041-952-0004,,,0,사설,3,4,미설치,미설치,미설치,미설치,미설치,병원
충청남도,서천군,서해병원장례식장,충청남도 서천군 서천읍 서천로 184 (사곡리),041-953-4440,,,100,사설,4,6,설치,미설치,설치,설치,설치,전문
충청남도,서천군,장례식장상예원,충청남도 서천군 장항읍 장항산단로 344 (옥산리),041-957-0004,,,80,사설,3,6,설치,설치,설치,설치,설치,전문
충청남도,서천군,참사랑장례식장,충청남도 서천군 장항읍 장항로91번길 40 (화천리),041-956-3344,,,200,사설,3,4,미설치,미설치,설치,미설치,미설치,병원
충청남도,서천군,합자회사 서서천장례문화원,충청남도 서천군 비인면 충서로 862 (선도리),041-952-7778,,,200,사설,3,4,설치,설치,설치,설치,설치,전문
충청남도,아산시,교원예움 아산장례식장,"충청남도 아산시 신정로 713 (방축동62-7, 방축동 42-1) ",041-549-4441,,sj.kyowonlife.co.kr/,200,사설,6,10,설치,미설치,설치,설치,설치,전문
충청남도,아산시,배방장례식장,충청남도 아산시 배방읍 갈산교로 38 (구령리),041-544-1500,,www.baebangfh.com,300,사설,4,8,설치,설치,설치,설치,설치,전문
충청남도,아산시,아산유리요양병원 장례식장,"충청남도 아산시 도고면 도고면로 179,아산유리요양병원 (기곡리)",041-549-1044,,www.asanyuri.co.kr/,150,사설,4,6,설치,설치,설치,설치,미설치,병원
충청남도,아산시,아산충무병원 국화원,충청남도 아산시 문화로 381 (모종동),041-548-7444,,,100,사설,4,6,설치,설치,설치,설치,설치,병원
충청남도,아산시,온양장례식장,충청남도 아산시 곡교천로 171 (온천동),041-547-4444,041-547-4445,,120,사설,6,8,설치,미설치,설치,설치,설치,전문
충청남도,아산시,제일장례식장,"충청남도 아산시 시민로 40 (신인동, 장례문화원)",041-545-4444,,jeil.ff.or.kr,200,사설,4,6,설치,설치,설치,설치,설치,전문
충청남도,아산시,한국병원장례식장,충청남도 아산시 번영로230번길 13 (모종동),041-531-4444,,,60,사설,3,6,미설치,미설치,설치,미설치,미설치,병원
충청남도,예산군,고덕장례문화원,충청남도 예산군 고덕면 예덕로 592 (대천리),041-337-4440,,,55,사설,3,6,미설치,미설치,설치,설치,설치,전문
충청남도,예산군,예산명지병원장례식장,충청남도 예산군 예산읍 신례원로 26 (관작리),041-334-0444,,www.facebook.com/예산명지병원장례식장-1059326250788771,250,사설,4,8,설치,설치,설치,미설치,미설치,병원
충청남도,예산군,예산장례식장,충청남도 예산군 오가면 오가중앙로 81-17 (역탑리),041-334-4441,,,250,사설,4,8,설치,설치,설치,설치,미설치,전문
충청남도,예산군,예산종합병원장례식장,충청남도 예산군 예산읍 금오대로 94 (산성리),041-331-4444,,,0,사설,3,8,미설치,미설치,설치,미설치,미설치,병원
충청남도,예산군,예산중앙장례식장,충청남도 예산군 예산읍 마상길 11 (주교리),041-331-4448,,,250,사설,4,6,미설치,미설치,설치,설치,설치,전문
충청남도,예산군,청담장례문화원,충청남도 예산군 예산읍 차동로 1451 (대회리),041-331-7000,,cheongdamfc.com/,300,사설,5,8,설치,설치,설치,설치,설치,전문
충청남도,천안시동남구,남천안장례식장,"충청남도 천안시 동남구 천안대로 215 (삼룡동, 천안효요양병원)",041-523-4444,,,200,사설,3,6,설치,설치,설치,설치,설치,병원
충청남도,천안시동남구,단국대학교병원 천안장례식장,충청남도 천안시 동남구 망향로 201 (안서동),041-550-7474,,www.dkuh.co.kr/funerals,0,사설,7,10,설치,설치,설치,설치,미설치,병원
충청남도,천안시동남구,로고스요양병원 장례식장,충청남도 천안시 동남구 청수로 123-10 (구성동),041-414-4445,,,0,사설,3,6,설치,설치,설치,설치,미설치,병원
충청남도,천안시동남구,보람상조라이프(주)천안국빈장례식장,"충청남도 천안시 동남구 풍세로 835, 천안국빈장례식장 (용곡동, 청담웨딩홀)",041-578-0082,,,300,사설,6,8,설치,설치,설치,설치,설치,전문
충청남도,천안시동남구,순천향천안장례식장,"충청남도 천안시 동남구 순천향6길 30 (봉명동, 순천향대학교천안병원)",041-570-2444,041-589-6740,www.schmc.ac.kr/cheonan/kor/hospitalguide/funeralHall.do,300,사설,5,10,설치,설치,설치,설치,미설치,병원
충청남도,천안시동남구,중앙장례식장,충청남도 천안시 동남구 대흥로 170 (사직동),041-558-4444,,joongang.ma2zone.com,80,사설,4,6,설치,미설치,설치,설치,설치,전문
충청남도,천안시동남구,천안삼거리국화원장례식장,"충청남도 천안시 동남구 충절로 575 (삼룡동, 천안삼거리장례식장)",041-562-4444,,,100,사설,5,16,설치,설치,설치,설치,미설치,전문
충청남도,천안시동남구,천안의료원장례식장,충청남도 천안시 동남구 충절로 537 (삼룡동),041-570-7099,,www.camc.or.kr,240,공설,6,10,설치,설치,설치,설치,설치,병원
충청남도,천안시동남구,천안하늘공원장례식장,충청남도 천안시 동남구 만남로 114 (신부동),041-553-8000,,,210,사설,6,12,설치,미설치,설치,미설치,미설치,전문
충청남도,천안시서북구,성월장례문화원,충청남도 천안시 서북구 성환읍 천안대로 2096 (성월리),041-588-4444,,www.seongwol.com/shop_main/main_body.htm,0,사설,5,8,설치,설치,설치,설치,미설치,전문
충청남도,천안시서북구,천안장례식장,충청남도 천안시 서북구 성거읍 모전1길 213 (모전리),041-585-4000,,,400,사설,6,10,설치,설치,설치,미설치,미설치,전문
충청남도,천안시서북구,천안충무병원 국화원장례식장,충청남도 천안시 서북구 다가말3길 8 (쌍용동),041-360-1059,041-360-1089,,0,사설,1,4,미설치,미설치,미설치,미설치,미설치,병원
충청남도,청양군,정산미당장례식장,충청남도 청양군 장평면 충의로 797 (미당리),041-942-4447,,,0,사설,0,0,설치,미설치,설치,설치,설치,전문
충청남도,청양군,청양농협 장례식장,"충청남도 청양군 청양읍 충절로 1379 (학당리, 청양장례식장)",041-942-4600,,,100,사설,4,8,설치,설치,설치,설치,설치,전문
충청남도,청양군,청양훈병원장례식장,충청남도 청양군 청양읍 칠갑산로 157 (송방리),041-943-8441,,,150,사설,4,6,설치,설치,설치,설치,설치,병원
충청남도,태안군,(주)안면도장례식장,충청남도 태안군 안면읍 안면대로 2642(정당리),041-672-0444,,,54,사설,4,6,설치,설치,설치,설치,설치,전문
충청남도,태안군,태안군보건의료원 상례원,"충청남도 태안군 태안읍 서해로 1952-16 (평천리, 태안군보건의료원)",041-671-5303,,www.taean.go.kr/prog/deceased/life/sub02_12_04/list.do,100,공설,6,11,설치,설치,설치,설치,미설치,병원
충청남도,홍성군,신광천장례식장,충청남도 홍성군 은하면 충서로 93 (장척리),041-641-4466,,,200,사설,6,8,미설치,미설치,설치,설치,설치,전문
충청남도,홍성군,장곡농협홍주장례식장,충청남도 홍성군 구항면 충서로966번길 32 (청광리),041-634-4444,,,0,사설,5,8,설치,설치,설치,미설치,미설치,전문
충청남도,홍성군,홍성의료원장례식장,충청남도 홍성군 홍성읍 조양로 224 (고암리),041-630-6244,,www.hsmc.or.kr,200,공설,6,10,설치,설치,설치,설치,설치,병원
충청남도,홍성군,홍성장례식장,충청남도 홍성군 금마면 금마로 254 (덕정리),041-631-4414,,,400,사설,5,8,설치,설치,설치,설치,설치,전문
충청남도,홍성군,홍성추모공원 장례식장,충청남도 홍성군 금마면 금마로516번길 85 (봉서리),041-631-9944,,choomo.hongseong.go.kr,0,공설,5,6,설치,설치,설치,설치,미설치,전문
전북특별자치도,고창군,고인돌장례식장,"전라북도 고창군 고창읍 녹두로 1295(읍내리, 고인돌장례식장)",063-562-3223,,,100,사설,3,4,미설치,설치,설치,설치,미설치,전문
전북특별자치도,고창군,고창우리장례식장,전라북도 고창군 고창읍 녹두로 1313-6 (읍내리),063-564-3322,,urijang9800,200,사설,3,4,설치,미설치,설치,설치,설치,전문
전북특별자치도,고창군,새고창장례식장,전라북도 고창군 고창읍 고인돌대로 1763 (읍내리),063-563-1001,,www.newgochang.co.kr,100,사설,4,6,설치,미설치,설치,설치,설치,전문
전북특별자치도,고창군,흥덕장례식장,전라북도 고창군 흥덕면 고인돌대로 2582-7 (흥덕리),063-564-4440,,hd-life.co.kr,150,사설,2,4,설치,미설치,설치,설치,미설치,전문
전북특별자치도,군산시,(유)은파장례문화원,전라북도 군산시 미성로 512 (미룡동),063-445-4444,,,150,사설,6,16,설치,설치,설치,설치,미설치,전문
전북특별자치도,군산시,군산의료원장례식장 오행원,전라북도 군산시 의료원로 27 (지곡동),063-472-5740,,,300,공설,7,10,설치,미설치,설치,설치,설치,병원
전북특별자치도,군산시,군산장례식장,전라북도 군산시 공단대로 700 (소룡동),063-468-4119,,,0,사설,5,10,설치,설치,설치,설치,설치,전문
전북특별자치도,군산시,대명아임레디군산중앙장례식장,전라북도 군산시 공단대로 153 (미장동),063-442-4444,,gunsan-daemyungimready.com/bbs/room.php,121,사설,5,8,미설치,설치,설치,설치,설치,전문
전북특별자치도,군산시,동군산병원장례예식장,전라북도 군산시 조촌로 155 (조촌동),063-441-4444,,,50,사설,6,10,미설치,미설치,설치,미설치,미설치,전문
전북특별자치도,군산시,시민장례문화원,"전북특별자치도 군산시 잠두1길 49,시민장례문화원 (구암동)",063-453-4444,,,150,사설,6,8,설치,미설치,설치,설치,설치,전문
전북특별자치도,군산시,월명장례식장,전라북도 군산시 미룡갈마길 75 (신관동),063-468-4851,,wolmyeong.modoo.at,50,사설,4,10,미설치,미설치,설치,설치,미설치,전문
전북특별자치도,김제시,김제 중앙병원 장례식장,전라북도 김제시 동서로 77(교동),063-548-8844,,,0,사설,5,8,미설치,설치,설치,설치,설치,병원
전북특별자치도,김제시,김제우석병원장례식장,전라북도 김제시 서암4길 45 (서암동),063-543-4484,,,100,사설,3,6,설치,설치,설치,설치,설치,병원
전북특별자치도,김제시,김제장례식장,전라북도 김제시 벽성로 614 (검산동),063-548-4700,,,127,사설,4,8,미설치,미설치,설치,미설치,미설치,전문
전북특별자치도,김제시,새만금장례식장,전라북도 김제시 하동1길 33 (하동),063-545-0033,,,0,사설,6,6,설치,미설치,설치,설치,미설치,전문
전북특별자치도,남원시,남원의료원장례식장,전북특별자치도 남원시 충정로 365  (고죽동),063-620-1140,,www.namwonmed.or.kr,250,공설,6,10,설치,설치,설치,설치,설치,병원
전북특별자치도,남원시,남원장례식장,전라북도 남원시 충정로 265-7 (월락동),063-635-4444,,www.nw4444.co.kr,200,사설,5,6,미설치,미설치,설치,설치,설치,전문
전북특별자치도,남원시,엠지(MG)새마을금고 장례식장,"전라북도 남원시 요천로 1237 (조산동, 장례식장)",063-636-4141,063-635-4142,,130,사설,5,8,미설치,미설치,설치,설치,설치,전문
전북특별자치도,남원시,인월장례식장,전라북도 남원시 인월면 황산로 1735 (서무리),063-632-9400,,,500,사설,3,4,설치,설치,설치,설치,설치,전문
전북특별자치도,무주군,무주군보건의료원장례식장,"전라북도 무주군 무주읍 한풍루로 413 (당산리, 무주군보건의료원)",063-320-8337,,,100,공설,3,6,미설치,미설치,설치,설치,미설치,병원
전북특별자치도,부안군,부안호남장례식장,전라북도 부안군 행안면 부안로 2563 (신기리),063-581-1004,,honam1004.modoo.at,300,사설,4,6,설치,미설치,설치,설치,설치,전문
전북특별자치도,부안군,부안효병원장례식장,전라북도 부안군 행안면 염소로 25 (역리),063-582-3939,063-580-7234,,150,사설,4,4,설치,설치,설치,설치,설치,병원
전북특별자치도,부안군,혜성병원장례식장,"전라북도 부안군 부안읍 부령로 34 (선은리, 혜성병원)",063-584-4300,,,300,사설,6,10,미설치,미설치,설치,설치,설치,전문
전북특별자치도,순창군,순창군보건의료원장례식장,"전라북도 순창군 순창읍 교성로 135 (교성리, 순창군보건의료원)",063-650-5444,,,116,공설,2,4,설치,미설치,설치,설치,미설치,병원
전북특별자치도,순창군,순창온누리장례식장,전라북도 순창군 순창읍 남계로 14 (교성리 659-24) ,063-653-4482,,,80,사설,3,6,미설치,미설치,설치,설치,설치,전문
전북특별자치도,순창군,순창요양병원장례식장,"전라북도 순창군 순창읍 순창로 105 (가남리, 효사랑순창병원)",063-653-4123,,,70,사설,2,6,미설치,미설치,설치,미설치,미설치,병원
전북특별자치도,순창군,순창장례식장,전라북도 순창군 순창읍 순창로 89 (가남리),063-653-6644,,,70,사설,3,4,설치,미설치,설치,설치,미설치,전문
전북특별자치도,순창군,순창현대장례식장,전라북도 순창군 순창읍 교성로 141-21 (가남리),063-653-4444,,,100,사설,3,4,설치,미설치,설치,미설치,미설치,전문
전북특별자치도,완주군,봉동호스피스장례식장,전라북도 완주군 용진읍 완주로 807 (신지리),063-261-4444,,,200,사설,5,6,미설치,설치,설치,설치,미설치,전문
전북특별자치도,완주군,삼봉장례식장,전라북도 완주군 삼례읍 과학로 466 (신탁리),063-261-4445,,0632614443.kt114.net,150,사설,4,6,설치,설치,설치,설치,설치,전문
전북특별자치도,완주군,한길장례식장,전라북도 완주군 봉동읍 낙평남북로 104-17 (낙평리),063-261-4441,063-261-4464,,500,사설,3,4,설치,설치,설치,설치,설치,병원
전북특별자치도,익산시,(유)동이리장례식장,전라북도 익산시 서동로 5 (인화동2가),063-843-4444,,,0,사설,4,8,미설치,미설치,설치,설치,설치,전문
전북특별자치도,익산시,(유)신광 익산병원장례식장,"전라북도 익산시 무왕로 969익산병원장례식장 (신동, 익산병원)",063-851-9444,063-840-9444,www.iksanhp.com/funeral,0,사설,5,8,설치,미설치,설치,설치,설치,병원
전북특별자치도,익산시,(유)우석개발,전라북도 익산시 목천로 118 (목천동),063-837-4444,,,80,사설,5,10,설치,설치,설치,설치,설치,전문
전북특별자치도,익산시,(유)익산팔봉장례식장,"전라북도 익산시 무왕로 1671 (덕기동, 익산팔봉장례식장)",063-833-8080,,,200,사설,6,10,설치,설치,설치,설치,설치,전문
전북특별자치도,익산시,(유)한솔장례식장,전라북도 익산시 무왕로 1471-22 (팔봉동),063-838-7444,,,150,사설,4,8,미설치,미설치,설치,미설치,미설치,전문
전북특별자치도,익산시,모현장례문화원,전라북도 익산시 오산면 무왕로2길 321-20 (장신리),063-853-9889,,,136,사설,6,6,설치,설치,설치,설치,설치,전문
전북특별자치도,익산시,백제장례예식장,전라북도 익산시 함열읍 익산대로 1493 (석매리),063-861-5300,,,350,사설,6,6,설치,설치,설치,설치,설치,전문
